Store,Dept,Date,IsHoliday,Weekly_Pred
1,1,2012-03-02,False,20327.61
1,1,2012-03-09,False,21280.4
1,1,2012-03-16,False,20334.23
1,1,2012-03-23,False,20881.1
1,1,2012-03-30,False,20398.09
1,1,2012-04-06,False,23873.79
1,1,2012-04-13,False,28762.37
1,1,2012-04-20,False,50510.31
1,1,2012-04-27,False,41512.39
1,2,2012-03-02,False,53035.54
1,2,2012-03-09,False,48465.72
1,2,2012-03-16,False,45222.3
1,2,2012-03-23,False,44293.54
1,2,2012-03-30,False,46991.58
1,2,2012-04-06,False,48501.79
1,2,2012-04-13,False,44464.74
1,2,2012-04-20,False,46544.56
1,2,2012-04-27,False,43682.41
1,3,2012-03-02,False,11039.12
1,3,2012-03-09,False,10689.97
1,3,2012-03-16,False,8148.69
1,3,2012-03-23,False,9049.02
1,3,2012-03-30,False,8734.19
1,3,2012-04-06,False,10417.33
1,3,2012-04-13,False,8212.97
1,3,2012-04-20,False,8468.72
1,3,2012-04-27,False,8653.62
1,4,2012-03-02,False,37943.96
1,4,2012-03-09,False,35229.12
1,4,2012-03-16,False,34863.03
1,4,2012-03-23,False,34813.12
1,4,2012-03-30,False,34451.9
1,4,2012-04-06,False,36514.43
1,4,2012-04-13,False,33466.89
1,4,2012-04-20,False,35132.7
1,4,2012-04-27,False,34528.56
1,5,2012-03-02,False,28902.37
1,5,2012-03-09,False,23704.37
1,5,2012-03-16,False,22685.69
1,5,2012-03-23,False,18719.22
1,5,2012-03-30,False,23598.55
1,5,2012-04-06,False,22393.09
1,5,2012-04-13,False,22719.82
1,5,2012-04-20,False,21786.16
1,5,2012-04-27,False,17503.28
1,6,2012-03-02,False,3882.86
1,6,2012-03-09,False,3928.8
1,6,2012-03-16,False,2889.22
1,6,2012-03-23,False,4508.3
1,6,2012-03-30,False,3249.27
1,6,2012-04-06,False,3340.31
1,6,2012-04-13,False,3798.07
1,6,2012-04-20,False,2995.07
1,6,2012-04-27,False,4298.02
1,7,2012-03-02,False,19607.4
1,7,2012-03-09,False,20304.74
1,7,2012-03-16,False,22751.59
1,7,2012-03-23,False,19958.0
1,7,2012-03-30,False,20144.71
1,7,2012-04-06,False,21617.85
1,7,2012-04-13,False,19955.07
1,7,2012-04-20,False,24606.39
1,7,2012-04-27,False,22934.42
1,8,2012-03-02,False,36369.58
1,8,2012-03-09,False,34415.39
1,8,2012-03-16,False,33301.63
1,8,2012-03-23,False,32558.92
1,8,2012-03-30,False,35319.05
1,8,2012-04-06,False,34442.29
1,8,2012-04-13,False,32224.01
1,8,2012-04-20,False,32832.06
1,8,2012-04-27,False,32827.42
1,9,2012-03-02,False,27078.81
1,9,2012-03-09,False,27860.95
1,9,2012-03-16,False,33823.26
1,9,2012-03-23,False,37050.06
1,9,2012-03-30,False,28388.25
1,9,2012-04-06,False,27560.77
1,9,2012-04-13,False,28475.86
1,9,2012-04-20,False,28657.31
1,9,2012-04-27,False,23567.09
1,10,2012-03-02,False,36246.52
1,10,2012-03-09,False,31563.06
1,10,2012-03-16,False,33739.79
1,10,2012-03-23,False,42875.11
1,10,2012-03-30,False,30863.93
1,10,2012-04-06,False,32563.54
1,10,2012-04-13,False,32040.83
1,10,2012-04-20,False,34446.35
1,10,2012-04-27,False,28188.01
1,11,2012-03-02,False,20777.31
1,11,2012-03-09,False,18717.53
1,11,2012-03-16,False,21683.76
1,11,2012-03-23,False,26730.15
1,11,2012-03-30,False,22642.55
1,11,2012-04-06,False,24591.84
1,11,2012-04-13,False,25526.24
1,11,2012-04-20,False,25703.25
1,11,2012-04-27,False,24975.38
