Store,Dept,Date,IsHoliday,Weekly_Pred
1,1,2011-09-02,False,16241.78
1,1,2011-09-09,True,18194.74
1,1,2011-09-16,False,19354.23
1,1,2011-09-23,False,18122.52
1,1,2011-09-30,False,20094.19
1,1,2011-10-07,False,23388.03
1,1,2011-10-14,False,26978.34
1,1,2011-10-21,False,25543.04
1,1,2011-10-28,False,38640.93
1,2,2011-09-02,False,49015.05
1,2,2011-09-09,True,45182.5
1,2,2011-09-16,False,44681.64
1,2,2011-09-23,False,42477.49
1,2,2011-09-30,False,45829.02
1,2,2011-10-07,False,46387.54
1,2,2011-10-14,False,43110.79
1,2,2011-10-21,False,42371.48
1,2,2011-10-28,False,44081.33
1,3,2011-09-02,False,19081.8
1,3,2011-09-09,True,12134.69
1,3,2011-09-16,False,10722.46
1,3,2011-09-23,False,8097.92
1,3,2011-09-30,False,9775.17
1,3,2011-10-07,False,10081.8
1,3,2011-10-14,False,9735.73
1,3,2011-10-21,False,8614.41
1,3,2011-10-28,False,9283.09
1,4,2011-09-02,False,38321.88
1,4,2011-09-09,True,36603.78
1,4,2011-09-16,False,33999.01
1,4,2011-09-23,False,32497.43
1,4,2011-09-30,False,34912.45
1,4,2011-10-07,False,35772.82
1,4,2011-10-14,False,34693.27
1,4,2011-10-21,False,32902.26
1,4,2011-10-28,False,35202.44
1,5,2011-09-02,False,15390.52
1,5,2011-09-09,True,17776.56
1,5,2011-09-16,False,15862.61
1,5,2011-09-23,False,17039.38
1,5,2011-09-30,False,23381.38
1,5,2011-10-07,False,19853.57
1,5,2011-10-14,False,20443.05
1,5,2011-10-21,False,19525.85
1,5,2011-10-28,False,16377.46
1,6,2011-09-02,False,3553.75
1,6,2011-09-09,True,4432.69
1,6,2011-09-16,False,4492.88
1,6,2011-09-23,False,4601.39
1,6,2011-09-30,False,2876.19
1,6,2011-10-07,False,4168.36
1,6,2011-10-14,False,5024.04
1,6,2011-10-21,False,4291.27
1,6,2011-10-28,False,5424.27
1,7,2011-09-02,False,18005.65
1,7,2011-09-09,True,20824.49
1,7,2011-09-16,False,17397.01
1,7,2011-09-23,False,18227.39
1,7,2011-09-30,False,16481.79
1,7,2011-10-07,False,16350.96
1,7,2011-10-14,False,16296.65
1,7,2011-10-21,False,15395.27
1,7,2011-10-28,False,17598.98
1,8,2011-09-02,False,35562.68
1,8,2011-09-09,True,32737.89
1,8,2011-09-16,False,33762.32
1,8,2011-09-23,False,31381.97
1,8,2011-09-30,False,34658.25
1,8,2011-10-07,False,35966.67
1,8,2011-10-14,False,33747.68
1,8,2011-10-21,False,32659.74
1,8,2011-10-28,False,34917.77
1,9,2011-09-02,False,39639.39
1,9,2011-09-09,True,40143.87
1,9,2011-09-16,False,28481.77
1,9,2011-09-23,False,27585.27
