Store,Dept,Date,IsHoliday,Weekly_Pred
1,1,2012-07-06,False,16148.87
1,1,2012-07-13,False,15654.85
1,1,2012-07-20,False,15766.6
1,1,2012-07-27,False,15922.41
1,1,2012-08-03,False,15295.55
1,1,2012-08-10,False,14539.79
1,1,2012-08-17,False,14689.24
1,1,2012-08-24,False,14537.37
1,1,2012-08-31,False,15277.27
1,2,2012-07-06,False,44623.23
1,2,2012-07-13,False,43260.96
1,2,2012-07-20,False,45113.56
1,2,2012-07-27,False,43191.02
1,2,2012-08-03,False,49359.75
1,2,2012-08-10,False,45341.92
1,2,2012-08-17,False,46391.12
1,2,2012-08-24,False,47659.93
1,2,2012-08-31,False,49419.75
1,3,2012-07-06,False,7366.5
1,3,2012-07-13,False,11578.11
1,3,2012-07-20,False,16069.5
1,3,2012-07-27,False,21331.51
1,3,2012-08-03,False,31248.98
1,3,2012-08-10,False,32148.93
1,3,2012-08-17,False,41603.11
1,3,2012-08-24,False,49775.52
1,3,2012-08-31,False,19604.47
1,4,2012-07-06,False,39149.99
1,4,2012-07-13,False,33930.8
1,4,2012-07-20,False,34630.02
1,4,2012-07-27,False,35555.5
1,4,2012-08-03,False,39339.09
1,4,2012-08-10,False,37449.94
1,4,2012-08-17,False,39148.87
1,4,2012-08-24,False,37495.2
1,4,2012-08-31,False,36589.07
1,5,2012-07-06,False,17989.45
1,5,2012-07-13,False,18444.8
1,5,2012-07-20,False,19331.53
1,5,2012-07-27,False,17406.68
1,5,2012-08-03,False,21183.42
1,5,2012-08-10,False,21320.93
1,5,2012-08-17,False,18643.51
1,5,2012-08-24,False,15478.26
1,5,2012-08-31,False,20432.91
1,6,2012-07-06,False,3412.08
1,6,2012-07-13,False,3154.33
1,6,2012-07-20,False,3665.52
1,6,2012-07-27,False,2839.92
1,6,2012-08-03,False,2864.27
1,6,2012-08-10,False,3124.83
1,6,2012-08-17,False,3717.28
1,6,2012-08-24,False,3296.22
1,6,2012-08-31,False,3461.79
1,7,2012-07-06,False,20691.6
1,7,2012-07-13,False,14805.42
1,7,2012-07-20,False,16002.3
1,7,2012-07-27,False,16061.11
1,7,2012-08-03,False,17388.43
1,7,2012-08-10,False,14088.28
1,7,2012-08-17,False,13413.8
1,7,2012-08-24,False,12116.03
1,7,2012-08-31,False,14564.8
1,8,2012-07-06,False,35582.39
1,8,2012-07-13,False,33336.29
1,8,2012-07-20,False,34006.29
1,8,2012-07-27,False,31981.72
1,8,2012-08-03,False,35484.32
1,8,2012-08-10,False,31061.21
1,8,2012-08-17,False,32707.8
1,8,2012-08-24,False,32668.5
1,8,2012-08-31,False,34963.68
1,9,2012-07-06,False,24644.78
1,9,2012-07-13,False,17344.99
1,9,2012-07-20,False,16973.16
1,9,2012-07-27,False,18244.55
1,9,2012-08-03,False,21425.32
1,9,2012-08-10,False,18708.23
1,9,2012-08-17,False,18244.5
1,9,2012-08-24,False,21140.44
1,9,2012-08-31,False,38656.8
1,10,2012-07-06,False,31714.81
1,10,2012-07-13,False,28299.95
1,10,2012-07-20,False,29459.23
1,10,2012-07-27,False,30521.96
1,10,2012-08-03,False,32548.48
1,10,2012-08-10,False,31383.62
1,10,2012-08-17,False,28909.06
1,10,2012-08-24,False,30630.65
1,10,2012-08-31,False,30606.87
1,11,2012-07-06,False,31642.79
1,11,2012-07-13,False,37603.73
1,11,2012-07-20,False,33734.44
1,11,2012-07-27,False,31884.24
1,11,2012-08-03,False,33020.31
1,11,2012-08-10,False,23696.66
1,11,2012-08-17,False,18661.68
1,11,2012-08-24,False,19767.53
1,11,2012-08-31,False,20626.08
1,12,2012-07-06,False,12384.1
1,12,2012-07-13,False,10046.0
1,12,2012-07-20,False,11455.24
1,12,2012-07-27,False,11641.86
1,12,2012-08-03,False,10145.97
1,12,2012-08-10,False,11581.03
1,12,2012-08-17,False,10094.04
1,12,2012-08-24,False,8594.52
1,12,2012-08-31,False,10325.4
1,13,2012-07-06,False,38193.09
1,13,2012-07-13,False,36966.32
1,13,2012-07-20,False,37990.15
1,13,2012-07-27,False,34910.1
1,13,2012-08-03,False,42542.66
1,13,2012-08-10,False,37593.97
1,13,2012-08-17,False,38533.7
1,13,2012-08-24,False,38727.3
1,13,2012-08-31,False,42713.81
1,14,2012-07-06,False,11578.97
1,14,2012-07-13,False,11404.37
1,14,2012-07-20,False,11681.04
1,14,2012-07-27,False,9918.05
1,14,2012-08-03,False,13330.04
1,14,2012-08-10,False,12652.58
1,14,2012-08-17,False,11724.24
1,14,2012-08-24,False,14364.42
1,14,2012-08-31,False,12708.18
1,16,2012-07-06,False,32379.77
1,16,2012-07-13,False,25134.4
1,16,2012-07-20,False,20795.03
1,16,2012-07-27,False,19681.62
1,16,2012-08-03,False,21143.58
1,16,2012-08-10,False,17998.16
1,16,2012-08-17,False,15998.18
1,16,2012-08-24,False,11671.46
1,16,2012-08-31,False,15288.9
