Store,Dept,Date,IsHoliday,Weekly_Pred
1,1,2011-11-04,False,34238.88
1,1,2011-11-11,False,19549.39
1,1,2011-11-18,False,19552.84
1,1,2011-11-25,True,18820.29
1,1,2011-12-02,False,22517.56
1,1,2011-12-09,False,31497.65
1,1,2011-12-16,False,44912.86
1,1,2011-12-23,False,55931.23
1,1,2011-12-30,True,19124.58
1,2,2011-11-04,False,46381.43
1,2,2011-11-11,False,43194.49
1,2,2011-11-18,False,41443.25
1,2,2011-11-25,True,45681.98
1,2,2011-12-02,False,44405.02
1,2,2011-12-09,False,46955.82
1,2,2011-12-16,False,49303.28
1,2,2011-12-23,False,59889.32
1,2,2011-12-30,True,35819.83
1,3,2011-11-04,False,9825.22
1,3,2011-11-11,False,9146.77
1,3,2011-11-18,False,9202.11
1,3,2011-11-25,True,10706.81
1,3,2011-12-02,False,10856.85
1,3,2011-12-09,False,11219.78
1,3,2011-12-16,False,11986.84
1,3,2011-12-23,False,12080.36
1,3,2011-12-30,True,8266.14
1,4,2011-11-04,False,37980.55
1,4,2011-11-11,False,35008.03
1,4,2011-11-18,False,37078.61
1,4,2011-11-25,True,46201.27
1,4,2011-12-02,False,37110.55
1,4,2011-12-09,False,36364.31
1,4,2011-12-16,False,39154.41
1,4,2011-12-23,False,47893.23
1,4,2011-12-30,True,36913.8
1,5,2011-11-04,False,23903.81
1,5,2011-11-11,False,23698.89
1,5,2011-11-18,False,24716.49
1,5,2011-11-25,True,70158.86
1,5,2011-12-02,False,36472.02
1,5,2011-12-09,False,49517.17
1,5,2011-12-16,False,59589.48
1,5,2011-12-23,False,85676.09
1,5,2011-12-30,True,32280.82
1,6,2011-11-04,False,5036.99
1,6,2011-11-11,False,4248.34
1,6,2011-11-18,False,3507.65
1,6,2011-11-25,True,20163.69
1,6,2011-12-02,False,6356.96
1,6,2011-12-09,False,6440.06
1,6,2011-12-16,False,12078.11
1,6,2011-12-23,False,28497.52
1,6,2011-12-30,True,5878.25
1,7,2011-11-04,False,19136.58
1,7,2011-11-11,False,21019.7
1,7,2011-11-18,False,24313.72
1,7,2011-11-25,True,72635.06
1,7,2011-12-02,False,47406.83
1,7,2011-12-09,False,63896.89
1,7,2011-12-16,False,96198.12
1,7,2011-12-23,False,166697.72
1,7,2011-12-30,True,27433.06
1,8,2011-11-04,False,36182.58
1,8,2011-11-11,False,35527.64
1,8,2011-11-18,False,35759.26
1,8,2011-11-25,True,34099.53
1,8,2011-12-02,False,36222.74
1,8,2011-12-09,False,35188.54
1,8,2011-12-16,False,36961.11
1,8,2011-12-23,False,41864.0
1,8,2011-12-30,True,32751.73
1,9,2011-11-04,False,48794.36
1,9,2011-11-11,False,37167.49
1,9,2011-11-18,False,27561.57
1,9,2011-11-25,True,44504.17
1,9,2011-12-02,False,21979.41
1,9,2011-12-09,False,26639.65
1,9,2011-12-16,False,28716.62
1,9,2011-12-23,False,47275.64
1,9,2011-12-30,True,22884.84
1,10,2011-11-04,False,31543.83
1,10,2011-11-11,False,26288.47
1,10,2011-11-18,False,26066.48
1,10,2011-11-25,True,31090.69
1,10,2011-12-02,False,26558.42
1,10,2011-12-09,False,28569.66
1,10,2011-12-16,False,28609.0
1,10,2011-12-23,False,31325.61
1,10,2011-12-30,True,25764.32
1,11,2011-11-04,False,25063.26
1,11,2011-11-11,False,21880.47
1,11,2011-11-18,False,23243.67
1,11,2011-11-25,True,30865.64
1,11,2011-12-02,False,29564.78
1,11,2011-12-09,False,27581.07
1,11,2011-12-16,False,28597.5
1,11,2011-12-23,False,32696.55
1,11,2011-12-30,True,22443.1
1,12,2011-11-04,False,9345.99
1,12,2011-11-11,False,11313.89
1,12,2011-11-18,False,7984.58
1,12,2011-11-25,True,9619.81
1,12,2011-12-02,False,7943.22
1,12,2011-12-09,False,7204.15
1,12,2011-12-16,False,7231.92
1,12,2011-12-23,False,7324.7
1,12,2011-12-30,True,6912.95
1,13,2011-11-04,False,41085.66
