Store,Dept,Date,IsHoliday,Weekly_Pred
1,1,2012-05-04,False,20138.19
1,1,2012-05-11,False,17235.15
1,1,2012-05-18,False,15136.78
1,1,2012-05-25,False,15741.6
1,1,2012-06-01,False,16434.15
1,1,2012-06-08,False,15883.52
1,1,2012-06-15,False,14978.09
1,1,2012-06-22,False,15682.81
1,1,2012-06-29,False,15363.5
1,2,2012-05-04,False,50139.92
1,2,2012-05-11,False,44274.15
1,2,2012-05-18,False,44302.11
1,2,2012-05-25,False,45072.11
1,2,2012-06-01,False,47844.27
1,2,2012-06-08,False,46363.93
1,2,2012-06-15,False,42939.63
1,2,2012-06-22,False,42415.81
1,2,2012-06-29,False,45247.74
1,3,2012-05-04,False,10420.92
1,3,2012-05-11,False,8732.46
1,3,2012-05-18,False,7939.01
1,3,2012-05-25,False,8120.7
1,3,2012-06-01,False,8853.89
1,3,2012-06-08,False,7508.71
1,3,2012-06-15,False,7658.75
1,3,2012-06-22,False,6165.73
1,3,2012-06-29,False,8070.64
1,4,2012-05-04,False,37827.69
1,4,2012-05-11,False,33471.81
1,4,2012-05-18,False,34137.41
1,4,2012-05-25,False,36790.72
1,4,2012-06-01,False,42508.02
1,4,2012-06-08,False,35376.06
1,4,2012-06-15,False,35523.17
1,4,2012-06-22,False,35062.02
1,4,2012-06-29,False,36451.71
1,5,2012-05-04,False,16195.54
1,5,2012-05-11,False,15587.78
1,5,2012-05-18,False,15575.25
1,5,2012-05-25,False,16613.98
1,5,2012-06-01,False,16848.76
1,5,2012-06-08,False,18648.73
1,5,2012-06-15,False,17861.56
1,5,2012-06-22,False,21695.24
1,5,2012-06-29,False,19239.86
1,6,2012-05-04,False,7213.53
1,6,2012-05-11,False,4162.52
1,6,2012-05-18,False,4640.76
1,6,2012-05-25,False,5572.35
1,6,2012-06-01,False,4021.54
1,6,2012-06-08,False,3079.94
1,6,2012-06-15,False,3004.81
1,6,2012-06-22,False,3020.07
1,6,2012-06-29,False,4047.92
1,7,2012-05-04,False,19394.0
1,7,2012-05-11,False,21344.39
1,7,2012-05-18,False,18787.41
1,7,2012-05-25,False,26736.85
1,7,2012-06-01,False,38450.3
1,7,2012-06-08,False,38569.49
1,7,2012-06-15,False,31439.02
1,7,2012-06-22,False,23791.78
1,7,2012-06-29,False,23747.1
1,8,2012-05-04,False,37360.03
1,8,2012-05-11,False,34727.2
1,8,2012-05-18,False,35631.59
1,8,2012-05-25,False,35972.12
1,8,2012-06-01,False,36767.22
1,8,2012-06-08,False,36099.62
1,8,2012-06-15,False,34338.33
1,8,2012-06-22,False,34014.16
1,8,2012-06-29,False,34063.23
1,9,2012-05-04,False,23957.45
1,9,2012-05-11,False,23424.18
1,9,2012-05-18,False,23918.77
1,9,2012-05-25,False,26204.22
1,9,2012-06-01,False,30796.28
1,9,2012-06-08,False,27241.97
1,9,2012-06-15,False,23176.62
1,9,2012-06-22,False,24385.11
1,9,2012-06-29,False,23809.04
1,10,2012-05-04,False,28902.6
1,10,2012-05-11,False,28848.69
1,10,2012-05-18,False,28586.42
1,10,2012-05-25,False,30235.6
1,10,2012-06-01,False,35960.03
1,10,2012-06-08,False,31578.41
1,10,2012-06-15,False,31612.86
1,10,2012-06-22,False,29831.79
1,10,2012-06-29,False,29583.91
1,11,2012-05-04,False,23607.73
1,11,2012-05-11,False,25332.93
1,11,2012-05-18,False,19511.5
1,11,2012-05-25,False,27201.64
1,11,2012-06-01,False,38594.85
1,11,2012-06-08,False,41413.29
1,11,2012-06-15,False,35902.81
1,11,2012-06-22,False,35028.61
1,11,2012-06-29,False,33808.27
1,12,2012-05-04,False,11747.79
1,12,2012-05-11,False,12272.92
1,12,2012-05-18,False,14387.22
1,12,2012-05-25,False,11961.81
1,12,2012-06-01,False,13346.63
1,12,2012-06-08,False,12643.1
1,12,2012-06-15,False,10327.88
1,12,2012-06-22,False,10438.17
1,12,2012-06-29,False,11414.72
1,13,2012-05-04,False,40581.52
1,13,2012-05-11,False,35378.71
1,13,2012-05-18,False,35816.48
1,13,2012-05-25,False,36203.13
1,13,2012-06-01,False,39884.82
1,13,2012-06-08,False,38080.39
1,13,2012-06-15,False,39020.06
1,13,2012-06-22,False,37316.12
1,13,2012-06-29,False,37414.14
1,14,2012-05-04,False,15820.88
1,14,2012-05-11,False,15385.02
1,14,2012-05-18,False,13166.43
1,14,2012-05-25,False,12746.66
1,14,2012-06-01,False,13056.1
1,14,2012-06-08,False,11795.34
1,14,2012-06-15,False,12884.03
1,14,2012-06-22,False,13580.61
1,14,2012-06-29,False,13459.55
1,16,2012-05-04,False,37972.19
1,16,2012-05-11,False,40944.33
1,16,2012-05-18,False,35861.13
1,16,2012-05-25,False,38914.76
1,16,2012-06-01,False,44919.99
1,16,2012-06-08,False,38098.97
1,16,2012-06-15,False,38282.75
1,16,2012-06-22,False,31362.66
1,16,2012-06-29,False,33435.46
1,17,2012-05-04,False,10121.32
1,17,2012-05-11,False,9975.24
1,17,2012-05-18,False,7894.76
1,17,2012-05-25,False,6937.06
1,17,2012-06-01,False,5913.51
1,17,2012-06-08,False,9670.75
1,17,2012-06-15,False,10592.73
1,17,2012-06-22,False,6301.63
