Store,Dept,Date,IsHoliday,Weekly_Pred
1,1,2011-07-01,False,16333.14
1,1,2011-07-08,False,17688.76
1,1,2011-07-15,False,17150.84
1,1,2011-07-22,False,15360.45
1,1,2011-07-29,False,15381.82
1,1,2011-08-05,False,17508.41
1,1,2011-08-12,False,15536.4
1,1,2011-08-19,False,15740.13
1,1,2011-08-26,False,15793.87
1,2,2011-07-01,False,47077.72
1,2,2011-07-08,False,46752.12
1,2,2011-07-15,False,44339.2
1,2,2011-07-22,False,44763.33
1,2,2011-07-29,False,45833.77
1,2,2011-08-05,False,50031.73
1,2,2011-08-12,False,45475.69
1,2,2011-08-19,False,49754.17
1,2,2011-08-26,False,49623.53
1,3,2011-07-01,False,7857.88
1,3,2011-07-08,False,8112.67
1,3,2011-07-15,False,13751.3
1,3,2011-07-22,False,16930.62
1,3,2011-07-29,False,20915.95
1,3,2011-08-05,False,26719.02
1,3,2011-08-12,False,30640.54
1,3,2011-08-19,False,41101.93
1,3,2011-08-26,False,51159.17
1,4,2011-07-01,False,39773.71
1,4,2011-07-08,False,39781.45
1,4,2011-07-15,False,35234.66
1,4,2011-07-22,False,36624.71
1,4,2011-07-29,False,36419.68
1,4,2011-08-05,False,40973.88
1,4,2011-08-12,False,36461.66
1,4,2011-08-19,False,39706.1
1,4,2011-08-26,False,36404.6
1,5,2011-07-01,False,18887.71
1,5,2011-07-08,False,20249.54
1,5,2011-07-15,False,17918.22
1,5,2011-07-22,False,17313.46
1,5,2011-07-29,False,16472.48
1,5,2011-08-05,False,16926.17
1,5,2011-08-12,False,15544.62
1,5,2011-08-19,False,15412.44
1,5,2011-08-26,False,13570.32
1,6,2011-07-01,False,4541.91
1,6,2011-07-08,False,4986.25
1,6,2011-07-15,False,4772.7
1,6,2011-07-22,False,5758.04
1,6,2011-07-29,False,3932.95
1,6,2011-08-05,False,4700.38
1,6,2011-08-12,False,3885.01
1,6,2011-08-19,False,4067.35
1,6,2011-08-26,False,3389.29
1,7,2011-07-01,False,22589.0
1,7,2011-07-08,False,22767.34
