Store,Dept,Date,IsHoliday,Weekly_Pred
1,1,2012-09-07,True,17746.68
1,1,2012-09-14,False,18535.48
1,1,2012-09-21,False,17859.3
1,1,2012-09-28,False,18337.68
1,1,2012-10-05,False,20797.58
1,1,2012-10-12,False,23077.55
1,1,2012-10-19,False,23351.8
1,1,2012-10-26,False,31579.9
1,2,2012-09-07,True,43315.85
1,2,2012-09-14,False,42963.96
1,2,2012-09-21,False,43390.94
1,2,2012-09-28,False,46045.09
1,2,2012-10-05,False,49880.69
1,2,2012-10-12,False,43306.38
1,2,2012-10-19,False,42487.67
1,2,2012-10-26,False,41682.4
1,3,2012-09-07,True,12778.28
1,3,2012-09-14,False,10412.88
1,3,2012-09-21,False,9755.56
1,3,2012-09-28,False,10434.83
1,3,2012-10-05,False,9977.96
1,3,2012-10-12,False,9870.22
1,3,2012-10-19,False,10136.78
1,3,2012-10-26,False,9421.2
1,4,2012-09-07,True,35105.96
1,4,2012-09-14,False,34108.12
1,4,2012-09-21,False,32655.07
1,4,2012-09-28,False,32830.81
1,4,2012-10-05,False,37397.63
1,4,2012-10-12,False,35000.3
1,4,2012-10-19,False,33954.55
1,4,2012-10-26,False,34247.26
1,5,2012-09-07,True,19075.78
1,5,2012-09-14,False,19386.23
1,5,2012-09-21,False,20562.37
1,5,2012-09-28,False,16385.37
1,5,2012-10-05,False,30352.06
1,5,2012-10-12,False,22917.89
1,5,2012-10-19,False,32700.34
1,5,2012-10-26,False,26391.79
1,6,2012-09-07,True,6147.43
1,6,2012-09-14,False,3806.5
1,6,2012-09-21,False,4718.28
1,6,2012-09-28,False,3489.24
1,6,2012-10-05,False,4733.74
1,6,2012-10-12,False,4248.69
1,6,2012-10-19,False,5111.85
1,6,2012-10-26,False,6227.43
1,7,2012-09-07,True,13370.82
1,7,2012-09-14,False,14948.27
1,7,2012-09-21,False,14836.91
1,7,2012-09-28,False,13908.4
1,7,2012-10-05,False,12758.28
1,7,2012-10-12,False,13900.54
1,7,2012-10-19,False,24664.06
1,7,2012-10-26,False,26827.51
1,8,2012-09-07,True,34246.67
1,8,2012-09-14,False,35018.8
1,8,2012-09-21,False,33157.11
1,8,2012-09-28,False,34173.84
1,8,2012-10-05,False,36759.96
1,8,2012-10-12,False,34131.81
1,8,2012-10-19,False,32631.25
1,8,2012-10-26,False,34429.75
1,9,2012-09-07,True,35450.71
1,9,2012-09-14,False,27333.83
1,9,2012-09-21,False,30988.32
1,9,2012-09-28,False,44042.93
1,9,2012-10-05,False,41729.36
1,9,2012-10-12,False,32636.66
1,9,2012-10-19,False,31062.86
1,9,2012-10-26,False,34679.39
1,10,2012-09-07,True,31416.52
1,10,2012-09-14,False,32147.59
1,10,2012-09-21,False,27300.29
1,10,2012-09-28,False,31036.88
1,10,2012-10-05,False,31083.31
1,10,2012-10-12,False,30888.69
1,10,2012-10-19,False,28827.99
1,10,2012-10-26,False,28349.42
1,11,2012-09-07,True,20208.4
1,11,2012-09-14,False,19000.25
1,11,2012-09-21,False,17228.02
1,11,2012-09-28,False,18094.24
1,11,2012-10-05,False,21646.32
1,11,2012-10-12,False,19513.63
1,11,2012-10-19,False,22029.81
1,11,2012-10-26,False,20051.11
1,12,2012-09-07,True,10927.54
1,12,2012-09-14,False,10392.19
1,12,2012-09-21,False,9501.54
1,12,2012-09-28,False,7457.24
1,12,2012-10-05,False,11240.29
1,12,2012-10-12,False,12223.55
1,12,2012-10-19,False,11380.28
1,12,2012-10-26,False,10418.23
1,13,2012-09-07,True,38045.63
1,13,2012-09-14,False,38382.65
1,13,2012-09-21,False,37645.66
1,13,2012-09-28,False,37928.28
1,13,2012-10-05,False,41151.28
1,13,2012-10-12,False,37531.43
1,13,2012-10-19,False,38272.21
1,13,2012-10-26,False,37117.02
1,14,2012-09-07,True,13550.53
1,14,2012-09-14,False,13166.76
1,14,2012-09-21,False,11558.22
1,14,2012-09-28,False,14027.83
1,14,2012-10-05,False,12766.52
1,14,2012-10-12,False,13440.89
1,14,2012-10-19,False,12476.8
1,14,2012-10-26,False,13031.03
1,16,2012-09-07,True,17838.29
1,16,2012-09-14,False,13499.43
1,16,2012-09-21,False,10893.91
1,16,2012-09-28,False,11831.25
1,16,2012-10-05,False,14309.01
1,16,2012-10-12,False,10030.59
1,16,2012-10-19,False,10366.98
1,16,2012-10-26,False,7616.55
1,17,2012-09-07,True,8209.44
1,17,2012-09-14,False,7208.1
1,17,2012-09-21,False,7063.24
1,17,2012-09-28,False,7348.08
1,17,2012-10-05,False,8149.44
1,17,2012-10-12,False,8241.42
1,17,2012-10-19,False,7547.77
1,17,2012-10-26,False,7407.41
1,18,2012-09-07,True,149.24
1,18,2012-09-14,False,868.86
1,18,2012-09-21,False,2540.81
1,18,2012-09-28,False,3279.04
1,18,2012-10-05,False,4959.46
1,18,2012-10-12,False,5758.87
1,18,2012-10-19,False,7304.78
